Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Unit,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021,Y2022,Y2023
"63","'233","Estonia","23083","FDI outflows to Agriculture, Forestry and Fishing","6110","Value US$","million USD",,,,,,,,,,,,"-0.089458","0.752925","2.595860","-0.248310","-3.357708","2.258070","1.642400","3.076134","-0.416758","2.119079","3.475336","-2.184265","4.117139","0.929948","-0.443803","4.206239","2.824189","21.021007","3.694267","0.571098","27.203032","9.582740","0.973141"
"63","'233","Estonia","23083","FDI outflows to Agriculture, Forestry and Fishing","6184","Value US$, 2015 prices","million USD",,,,,,,,,,,,"-0.210863","1.608630","4.452996","-0.369849","-4.717088","2.883534","1.712161","2.808375","-0.402074","2.105818","3.121444","-2.039527","3.576015","0.785436","-0.443803","4.127052","2.619263","17.788687","3.195422","0.486742","21.123377","7.179666","0.657293"
"63","'233","Estonia","23083","FDI outflows to Agriculture, Forestry and Fishing","61420","Share of Total FDI outflows US$, 2015 prices","%",,,,,,,,,,,,"-0.044333","0.571852","1.673962","-0.092327","-0.506567","0.222085","0.097521","0.269403","-0.030309","1.267829","-0.239006","-0.207317","0.797735","2.208202","-0.243754","0.863833","0.317420","47.214854","0.187447","0.226655","-4.279866","1.142068","0.065246"
"63","'233","Estonia","23084","FDI outflows to Food, Beverages and Tobacco","6110","Value US$","million USD",,,,,,,,,,,"2.395430","-0.357939","-4.988001","3.047287","2.731681","-1.548596","-2.196561","28.306639","22.656433","-2.257572","-1.461702","-2.343120","6.183804","8.530466","-4.273584","46.543537","8.151056","-35.706234","1.190842","-11.151909","24.085470","39.195837","22.235099",
"63","'233","Estonia","23084","FDI outflows to Food, Beverages and Tobacco","6184","Value US$, 2015 prices","million USD",,,,,,,,,,,"5.854530","-0.843705","-10.656907","5.227384","4.068747","-2.175550","-2.804988","29.508969","20.684324","-2.178029","-1.452555","-2.104521","5.774043","7.409289","-3.609476","46.543537","7.997605","-33.115363","1.007730","-9.646042","20.527832","30.435888","16.659178",
"63","'233","Estonia","23084","FDI outflows to Food, Beverages and Tobacco","61420","Share of Total FDI outflows US$, 2015 prices","%",,,,,,,,,,,"3.898069","-0.177384","-3.788426","1.965069","1.015698","-0.233632","-0.216036","1.680773","1.984218","-0.164184","-0.874525","0.161141","0.586929","1.652860","-10.147807","25.563492","1.673978","-4.013143","2.674725","-0.565847","9.558918","-6.166700","2.649973",
"63","'233","Estonia","23085","Total FDI outflows","6110","Value US$","million USD",,,"1.906560","6.089200","2.260090","2.485220","39.362230","138.693110","5.829670","84.485100","61.451723","201.787635","131.664204","155.072774","268.946093","662.836393","1016.758641","1684.144542","1141.831765","1375.022053","167.142356","-1454.080391","1053.586434","516.103327","42.113374","182.070343","486.927453","889.732380","44.522020","1970.835442","251.968576","-635.604747","839.068937","1491.501233"
"63","'233","Estonia","23085","Total FDI outflows","6184","Value US$, 2015 prices","million USD",,,"4.660758","14.540929","5.284224","5.691252","88.520282","327.206085","13.045147","185.187194","150.190542","475.637905","281.301737","266.015286","400.586183","931.188202","1298.391436","1755.678937","1042.442029","1326.575230","166.096433","-1306.012369","983.771980","448.270785","35.569028","182.070343","477.760562","825.172736","37.676040","1704.709210","214.750573","-493.552289","628.654674","1007.411798"
"209","'748","Eswatini","23082","Total FDI inflows","6110","Value US$","million USD","28.460880","85.367620","84.355940","71.896420","63.274740","43.495050","21.724210","-15.321310","152.723810","100.384980","105.795100","28.179220","96.435720","-63.888430","69.585380","-45.853890","121.035800","37.499860","105.722880","65.697630","119.638530","108.389700","31.538140","84.672580","25.537300","41.321340","21.384870","-56.010180","36.474450","130.221500","35.886210","117.473920","14.548890","29.342920"
"209","'748","Eswatini","23082","Total FDI inflows","6184","Value US$, 2015 prices","million USD","43.265323","124.493490","114.584531","99.489119","84.131851","50.706323","27.882062","-18.870708","209.639715","145.439579","151.107455","45.831552","176.317588","-79.081470","70.809625","-43.109068","116.460302","35.748738","107.021548","62.143543","94.746100","80.816840","24.449181","72.460309","22.926336","41.321340","22.989540","-53.261187","33.500843","127.475514","39.036720","115.740600","15.469119","34.083133"
"209","'748","Eswatini","23085","Total FDI outflows","6110","Value US$","million USD","3.087910","15.718940","3.050280","8.723070","58.260090","30.008000","-6.442830","-11.979270","23.913410","13.241720","10.014650","-17.702030","-0.569220","16.365380","-1.439700","-22.030620","-0.620240","23.164180","-7.940720","7.021750","-8.058770","2.170690","-7.512000","-4.436220","0.546960","-0.878290","-7.132210","65.483930","-10.512560","22.207890","-12.642140","60.292550","-17.386080","-21.618500"
"209","'748","Eswatini","23085","Total FDI outflows","6184","Value US$, 2015 prices","million USD","4.694142","22.923278","4.143335","12.070845","77.464233","34.983184","-8.269087","-14.754438","32.825271","19.184844","14.303954","-28.791127","-1.040729","20.257162","-1.465029","-20.711863","-0.596793","22.082488","-8.038261","6.641890","-6.382033","1.618496","-5.823496","-3.796387","0.491038","-0.878290","-7.667394","62.269963","-9.655516","21.739591","-13.752015","59.402937","-18.485764","-25.110869"
"238","'231","Ethiopia","23080","FDI inflows to Agriculture, Forestry and Fishing","6110","Value US$","million USD",,,,,,,,,,,"14.540000",,,,,,,,,,,,,,,,,,,,,,,
"238","'231","Ethiopia","23080","FDI inflows to Agriculture, Forestry and Fishing","6184","Value US$, 2015 prices","million USD",,,,,,,,,,,"30.148697",,,,,,,,,,,,,,,,,,,,,,,
"238","'231","Ethiopia","23080","FDI inflows to Agriculture, Forestry and Fishing","61410","Share of Total FDI inflows US$, 2015 prices","%",,,,,,,,,,,"10.799168",,,,,,,,,,,,,,,,,,,,,,,
"238","'231","Ethiopia","23081","FDI inflows to Food, Beverages and Tobacco","6110","Value US$","million USD",,,,,,,,,,,"37.690000",,,,,,,,,,,,,,,,,,,,,,,
"238","'231","Ethiopia","23081","FDI inflows to Food, Beverages and Tobacco","6184","Value US$, 2015 prices","million USD",,,,,,,,,,,"78.150234",,,,,,,,,,,,,,,,,,,,,,,
"238","'231","Ethiopia","23081","FDI inflows to Food, Beverages and Tobacco","61410","Share of Total FDI inflows US$, 2015 prices","%",,,,,,,,,,,"27.993167",,,,,,,,,,,,,,,,,,,,,,,
"238","'231","Ethiopia","23082","Total FDI inflows","6110","Value US$","million USD","12.000000","6.000000","0.170000","3.500000","17.210000","14.140000","21.930000","288.490000","260.670000","69.980000","134.640000","349.400000","255.000000","465.000000","545.100000","265.112000","402.500000","668.800000","951.500000","905.600000","1002.400000","1128.900000","1186.223150","1343.852560","1855.051000","2626.520920","4142.936250","4017.160610","3360.411710","2548.745690","2380.977220","4259.527280","3670.090100","3262.966320"
"238","'231","Ethiopia","23082","Total FDI inflows","6184","Value US$, 2015 prices","million USD","13.557272","5.512960","0.177844","5.751473","30.230023","24.831548","40.278802","526.637031","503.578567","149.894767","279.176109","791.197806","606.942750","985.117280","1115.987935","495.747507","677.216304","989.460567","1156.618856","1087.883791","1452.286238","1597.632584","1317.028908","1496.377829","1957.125841","2626.520920","3895.527199","3888.633815","3326.658543","2369.335070","2248.838917","4137.155896","3132.179836","2208.518409"
"66","'242","Fiji","23080","FDI inflows to Agriculture, Forestry and Fishing","6110","Value US$","million USD",,,,,,,,,,,"0.838607","0.131773",,,,,,,,,,,,,,,,,,,,,,
"66","'242","Fiji","23080","FDI inflows to Agriculture, Forestry and Fishing","6184","Value US$, 2015 prices","million USD",,,,,,,,,,,"1.662638","0.270636",,,,,,,,,,,,,,,,,,,,,,
"66","'242","Fiji","23080","FDI inflows to Agriculture, Forestry and Fishing","61410","Share of Total FDI inflows US$, 2015 prices","%",,,,,,,,,,,"2.526789","1.720680",,,,,,,,,,,,,,,,,,,,,,
"66","'242","Fiji","23081","FDI inflows to Food, Beverages and Tobacco","6110","Value US$","million USD",,,,,,,,,,,"0.253685","0.640775",,,,,,,,,,,,,,,,,,,,,,
"66","'242","Fiji","23081","FDI inflows to Food, Beverages and Tobacco","6184","Value US$, 2015 prices","million USD",,,,,,,,,,,"0.502961","1.316025",,,,,,,,,,,,,,,,,,,,,,
"66","'242","Fiji","23081","FDI inflows to Food, Beverages and Tobacco","61410","Share of Total FDI inflows US$, 2015 prices","%",,,,,,,,,,,"0.764374","8.367175",,,,,,,,,,,,,,,,,,,,,,
"66","'242","Fiji","23082","Total FDI inflows","6110","Value US$","million USD","84.137460","11.317740","38.589740","54.742280","71.510530","57.170080","16.532460","26.529420","144.854590","79.304230","33.188650","7.658200","0.527190","39.825510","250.021640","173.864700","581.799700","459.671610","682.056330","311.498130","176.353140","216.764540","277.726560","243.077240","379.579830","205.280270","389.841030","386.185940","470.973180","321.006410","240.639430","407.025290","103.888100","91.017170"
"66","'242","Fiji","23082","Total FDI inflows","6184","Value US$, 2015 prices","million USD","170.132356","21.519736","68.852659","93.062728","114.497465","86.940701","24.387653","38.979061","272.596911","138.616866","65.800412","15.728430","1.007080","61.233495","343.888016","218.804664","722.528116","515.147789","740.278900","409.134605","218.075871","229.056866","282.820675","245.757638","349.623874","205.280270","379.539225","365.041098","442.015600","307.059371","234.557270","388.543625","102.890135","88.254542"
"66","'242","Fiji","23085","Total FDI outflows","6110","Value US$","million USD","2.565990","6.641550","4.457780","-0.454020","-3.688220","11.803770","26.223900","-27.360630","-28.185740","-29.548700","2.254980","2.635460","1.737620","3.797930","3.173600","10.349090","0.577640","-6.458500","-7.592350","3.374730","5.786340","1.171100","1.955430","4.398850","38.307680","-32.989770","-16.422400","-1.644990","-3.640930","-36.011970","13.648070","32.067490","16.307750","28.976170"
"66","'242","Fiji","23085","Total FDI outflows","6184","Value US$, 2015 prices","million USD","5.188627","12.628352","7.953669","-0.771841","-5.905310","17.950439","38.683860","-40.200339","-53.041782","-51.648546","4.470764","5.412714","3.319342","5.839487","4.365074","13.024088","0.717362","-7.237954","-8.240458","4.432511","7.155309","1.237511","1.991297","4.447356","35.284487","-32.989770","-15.988427","-1.554922","-3.417069","-34.447327","13.303115","30.611412","16.151095","28.096661"
"67","'246","Finland","23080","FDI inflows to Agriculture, Forestry and Fishing","6110","Value US$","million USD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1.142197",,"0.000011",
"67","'246","Finland","23080","FDI inflows to Agriculture, Forestry and Fishing","6184","Value US$, 2015 prices","million USD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1.044561",,"0.000010",
"67","'246","Finland","23080","FDI inflows to Agriculture, Forestry and Fishing","61410","Share of Total FDI inflows US$, 2015 prices","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.072359",,"0.000000",
"67","'246","Finland","23081","FDI inflows to Food, Beverages and Tobacco","6110","Value US$","million USD",,,,,,,,,,,"302.735167",,,,,,,,,,,,,"-184.607212","33.212440","7.766559","-117.331916","160.413913","128.724143","59.332166","174.756084","-76.878133","-89.509111",
"67","'246","Finland","23081","FDI inflows to Food, Beverages and Tobacco","6184","Value US$, 2015 prices","million USD",,,,,,,,,,,"472.065659",,,,,,,,,,,,,"-159.252875","28.212397","7.766559","-117.538366","156.070493","117.450132","56.266690","159.817775","-66.452304","-82.578867",
"67","'246","Finland","23081","FDI inflows to Food, Beverages and Tobacco","61410","Share of Total FDI inflows US$, 2015 prices","%",,,,,,,,,,,"3.427035",,,,,,,,,,,,,"173.750000","0.178840","0.368227","-1.367213","5.601578","-5.927134","0.440932","-11.070912","-0.578446","-1.544612",
"67","'246","Finland","23082","Total FDI inflows","6110","Value US$","million USD","644.669420","-207.786140","397.787000","973.907780","1648.519340","1021.200230","1087.643180","2093.281610","12236.388570","4610.271170","8833.733886","3731.671305","8046.011952","3318.969701","2826.519653","4750.161667","7651.707791","12451.035944","-1143.999707","717.610717","7358.832917","2549.850908","4157.968583","-106.248755","18571.067979","2109.175635","8581.833477","2863.727251","-2171.777055","13456.087480","-1578.515704","13290.455048","5794.925149","-1675.965570"
"67","'246","Finland","23082","Total FDI inflows","6184","Value US$, 2015 prices","million USD","710.606388","-238.637932","501.591165","1538.868446","2338.775337","1162.305805","1303.270101","2776.976255","16208.102308","6318.651694","13774.753873","5799.487954","11778.335821","4043.737108","3111.461622","5172.889776","8184.969167","11880.517641","-989.859244","643.315765","6897.295226","2218.749685","3801.432632","-91.656331","15775.244095","2109.175635","8596.933507","2786.188020","-1981.566911","12760.860609","-1443.582747","11488.069795","5346.252986","-1434.960388"
"67","'246","Finland","23083","FDI outflows to Agriculture, Forestry and Fishing","6110","Value US$","million USD",,,,,,,,,,,,,,,,,,,,,,,,"1.328109","-1.328498","1.109508","-2.213810",,,,"2.284393","0.000012","0.000011",
"67","'246","Finland","23083","FDI outflows to Agriculture, Forestry and Fishing","6184","Value US$, 2015 prices","million USD",,,,,,,,,,,,,,,,,,,,,,,,"1.145704","-1.128496","1.109508","-2.217705",,,,"2.089121","0.000010","0.000010",
"67","'246","Finland","23083","FDI outflows to Agriculture, Forestry and Fishing","61420","Share of Total FDI outflows US$, 2015 prices","%",,,,,,,,,,,,,,,,,,,,,,,,"-0.057571","-0.076161","-0.006898","-0.009119",,,,"0.039009","0.000000","0.000000",
"67","'246","Finland","23084","FDI outflows to Food, Beverages and Tobacco","6110","Value US$","million USD",,,,,,,,,,,"98.194850",,,,,,,,,,,,,"-53.124377","104.951311","64.351492","-285.581457","207.860282","343.658033",,"-34.265899","149.025304","343.293767",
"67","'246","Finland","23084","FDI outflows to Food, Beverages and Tobacco","6184","Value US$, 2015 prices","million USD",,,,,,,,,,,"153.118704",,,,,,,,,,,,,"-45.828166","89.151176","64.351492","-286.083947","202.232188","313.559528",,"-31.336819","128.815235","316.714242",
"67","'246","Finland","23084","FDI outflows to Food, Beverages and Tobacco","61420","Share of Total FDI outflows US$, 2015 prices","%",,,,,,,,,,,"0.408634",,,,,,,,,,,,,"2.302821","6.016756","-0.400110","-1.176363","-36.220472","3.000000",,"-0.585138","1.627697","2.586070",
"67","'246","Finland","23085","Total FDI outflows","6110","Value US$","million USD","2217.361960","-104.414140","-736.191140","1585.432060","4490.812740","1438.524830","3527.099630","5235.398380","18788.444700","6615.129330","24030.033674","8370.725989","7371.201355","-2279.483632","-1079.522949","4222.603592","4804.921589","7202.891385","9296.590618","5681.082753","10167.176791","5011.066859","7543.257432","-2306.926091","1744.317352","-16083.435038","24276.637666","-573.875126","11455.267770","4865.237620","5856.042106","9155.594244","13274.727703","1372.410570"
"67","'246","Finland","23085","Total FDI outflows","6184","Value US$, 2015 prices","million USD","2444.154358","-119.917404","-928.303267","2505.135929","6371.173102","1637.294735","4226.352518","6945.351699","24886.839132","9066.429415","37470.881927","13009.164144","10790.499129","-2777.257215","-1188.349857","4598.383061","5139.785278","6872.848055","8043.984718","5092.914597","9529.502943","4360.373769","6896.440987","-1990.088090","1481.715108","-16083.435038","24319.353241","-558.336692","10451.984252","4613.868570","5355.462303","7913.958199","12246.931718","1175.056838"
"68","'250","France","23080","FDI inflows to Agriculture, Forestry and Fishing","6110","Value US$","million USD",,,,,,,,,,,"-60.807076","-4.474233","-2.823397","13.543498","2.483346","6.217977","7.526899","24.636003","-2.929652","-25.005453","-34.435034","11.121074","110.498089","-19.921642","1.328498","26.628204","114.011202","61.002474","470.020265","-214.939168","101.655500","-28.385772","80.031676",
"68","'250","France","23080","FDI inflows to Agriculture, Forestry and Fishing","6184","Value US$, 2015 prices","million USD",,,,,,,,,,,"-91.313497","-6.781489","-3.986482","15.654826","2.567475","6.296762","7.396689","21.636881","-2.348508","-21.122515","-30.187368","9.201201","97.776832","-16.927135","1.123182","26.628204","113.717418","59.268839","432.544048","-206.030077","92.866254","-24.690991","76.053018",
"68","'250","France","23080","FDI inflows to Agriculture, Forestry and Fishing","61410","Share of Total FDI inflows US$, 2015 prices","%",,,,,,,,,,,"-0.221150","-0.028058","-0.013123","0.172414","-0.096479","0.018713","0.029721","0.038797","-0.007793","-0.081363","-0.247902","0.035146","0.687945","-0.058115","0.049702","0.058698","0.494052","0.245656","1.123564","-1.640745","0.894922","-0.091908","0.219787",
"68","'250","France","23081","FDI inflows to Food, Beverages and Tobacco","6110","Value US$","million USD",,,,,,,,,,,"948.958909","2017.879035","-48.938873","-706.519163","2293.370087","-195.244491","829.213401","5912.640733","2041.967261","-404.254817","-372.163249","-2789.999374","-2953.896599","3547.380304","-2343.469770","-593.587041","-3919.550154","2974.435445","-111.009811","-6276.895383","-2919.454578","-4467.210885","1900.752298",
"68","'250","France","23081","FDI inflows to Food, Beverages and Tobacco","6184","Value US$, 2015 prices","million USD",,,,,,,,,,,"1425.043968","3058.451491","-69.099024","-816.660078","2371.063482","-197.718313","814.868618","5192.851491","1636.909818","-341.480656","-326.255789","-2308.351349","-2613.824834","3014.158514","-1981.293011","-593.587041","-3909.450253","2889.904691","-102.158645","-6016.722083","-2667.035348","-3885.744746","1806.259183",
"68","'250","France","23081","FDI inflows to Food, Beverages and Tobacco","61410","Share of Total FDI inflows US$, 2015 prices","%",,,,,,,,,,,"3.451280","12.654321","-0.227472","-8.994253","-89.097926","-0.587575","3.274222","9.311348","5.431733","-1.315373","-2.679252","-8.817327","-18.390529","10.348301","-87.673956","-1.308484","-16.984843","11.977982","-0.265364","-47.914886","-25.701357","-14.464060","5.219931",
"68","'250","France","23082","Total FDI inflows","6110","Value US$","million USD","16506.193320","16166.087150","18699.122610","16620.002320","15680.256940","23562.496730","21745.727610","23381.639660","31238.053380","46544.580540","27495.854063","15946.166030","21514.281681","7855.229032","-2573.988192","33228.871313","25325.507031","63499.297874","37593.291098","30733.090410","13890.562814","31642.235058","16062.053607","34279.832618","2672.937175","45364.473538","23076.752784","24832.525615","41832.984570","13100.094484","11359.145466","30884.902791","36413.359393","42031.594650"
"68","'250","France","23082","Total FDI inflows","6184","Value US$, 2015 prices","million USD","21595.170093","21370.443892","22745.565759","21281.772917","19503.844357","26055.990405","24314.329709","29569.415633","39554.317493","61382.842549","41290.303091","24169.226416","30376.994061","9079.798948","-2661.188196","33649.893799","24887.394349","55769.061321","30136.049915","25960.744133","12177.119998","26179.717687","14212.885656","29127.085477","2259.842142","45364.473538","23017.288582","24126.807796","38497.507083","12557.103944","10377.021345","26864.827260","34603.122601","36831.237667"
"68","'250","France","23083","FDI outflows to Agriculture, Forestry and Fishing","6110","Value US$","million USD",,,,,,,,,,,"11.977151","76.061959","11.293586","36.115996","2.483346","-3.730786","6.272416","53.378007","187.497711","6.945959","115.224920","-164.035838","204.292979","54.452487","-27.898450","155.331188","-131.721680","81.336632","67.314460","-107.469584","-21.701736","299.233348","-342.240718",
"68","'250","France","23083","FDI outflows to Agriculture, Forestry and Fishing","6184","Value US$, 2015 prices","million USD",,,,,,,,,,,"17.985992","115.285311","15.945929","41.746202","2.567475","-3.778057","6.163908","46.879909","150.304488","5.867365","101.011579","-135.717718","180.773444","46.267502","-23.586822","155.331188","-131.382259","79.025119","61.947263","-103.015038","-19.825380","260.284199","-325.226723",
"68","'250","France","23083","FDI outflows to Agriculture, Forestry and Fishing","61420","Share of Total FDI outflows US$, 2015 prices","%",,,,,,,,,,,"0.007396","0.143992","0.048469","0.195862","0.010814","-0.005482","0.008171","0.048243","0.181542","0.006886","0.239281","-0.319040","0.576484","0.267258","-0.055966","0.291879","-0.203124","0.226031","0.065968","-0.245292","-0.100423","0.669844","-0.712610",
"68","'250","France","23084","FDI outflows to Food, Beverages and Tobacco","6110","Value US$","million USD",,,,,,,,,,,"2211.166390","589.703895","-1065.361630","742.635158","1149.789226","5844.898771","-977.242420","11704.838785","12238.620134","2476.928997","-3215.702375","7469.191150","1570.100759","7580.848662","-5885.244377","2478.641962","3232.162228","12816.167915","-1009.716901","1675.853823","-5556.786590","285.040462","1464.790275",
"68","'250","France","23084","FDI outflows to Food, Beverages and Tobacco","6184","Value US$, 2015 prices","million USD",,,,,,,,,,,"3320.490799","893.800236","-1504.232602","858.406280","1188.741085","5918.955870","-960.336844","10279.922673","9810.890627","2092.302436","-2819.035789","6179.756750","1389.340560","6441.339123","-4975.696167","2478.641962","3223.833589","12451.944065","-929.208947","1606.390754","-5076.340754","247.938704","1391.970373",
"68","'250","France","23084","FDI outflows to Food, Beverages and Tobacco","61420","Share of Total FDI outflows US$, 2015 prices","%",,,,,,,,,,,"1.365359","1.116363","-4.572259","4.027421","5.006759","8.588397","-1.272980","10.578921","11.849887","2.455652","-6.677851","14.527118","4.430586","37.207483","-11.806092","4.657563","4.984211","35.615621","-0.989515","3.825025","-25.713531","0.638073","3.049970",
"68","'250","France","23085","Total FDI outflows","6110","Value US$","million USD","38302.212840","26786.931320","31854.062470","19716.126190","24538.614800","15681.734940","30123.533920","35905.979000","49016.299530","126854.437400","161947.669062","52823.688379","23300.550562","18439.472977","22964.742694","68055.762821","76768.099997","110643.027053","103280.477533","100866.438932","48154.745744","51415.504167","35437.765163","20374.526821","49849.215509","53217.574603","64848.021961","35984.681590","102041.635765","43812.886499","21610.360180","44672.108850","48026.376755","72355.888590"
"68","'250","France","23085","Total FDI outflows","6184","Value US$, 2015 prices","million USD","50111.057418","35410.461882","38747.201551","25246.333442","30522.288355","17341.249521","33681.721249","45408.227661","62065.527912","167295.222499","243195.513225","80063.614172","32899.108441","21314.045290","23742.728263","68918.055321","75440.068217","97173.637617","82793.113754","85203.530715","42214.712626","42539.453404","31357.939433","17311.945215","42145.157387","53217.574603","64680.921507","34962.029629","93905.530195","41996.870370","19741.904842","38857.447463","45638.815826","63403.659829"
"69","'254","French Guiana","23082","Total FDI inflows","6110","Value US$","million USD","2.020000","0.000010","0.160000","0.150000","0.030000",,"1.000000","1.000000","1.000000",,,"1.000000",,,,,,,,,,,,,,,,,,,,,,
"70","'258","French Polynesia","23082","Total FDI inflows","6110","Value US$","million USD","22.160000","33.820000","0.030000","-3.240000","1.550000","2.080000","3.550000","14.370000","10.730000","4.430000","9.874720","23.688750","10.931000",,"6.420020","7.818920","30.649500","58.249330","13.884030","21.843740","64.303730","130.557270","155.354200","99.207160","61.928780","26.007170","61.575790","90.038650","5.937840","12.731150","-15.547610","-25.624450","-9.480300","-6.496060"
"70","'258","French Polynesia","23082","Total FDI inflows","6184","Value US$, 2015 prices","million USD","25.289567","39.536906","0.032509","-3.713614","1.719913","2.059143","3.677706","15.837612","11.746747","5.084987","13.320303","32.965526","14.592849",,"6.414969","7.714565","29.626326","50.782728","11.278182","18.417777","57.033622","110.278940","141.485254","85.642530","52.783301","26.007170","61.088781","87.799154","5.606214","12.575959","-14.841339","-23.518883","-9.615136","-6.400373"
"70","'258","French Polynesia","23085","Total FDI outflows","6110","Value US$","million USD",,,,,,"1.000000","-0.970110",,,,"3.814000","3.891880","14.030000",,"9.281460","15.755280","10.213170","13.691170","29.968040","7.793940","37.803310","27.467610","43.333300","65.064920","30.609390","22.739960","24.245500","15.441370","37.923010","20.715100","-3.132440","13.114560","5.860880","14.972180"
"70","'258","French Polynesia","23085","Total FDI outflows","6184","Value US$, 2015 prices","million USD",,,,,,"0.989972","-1.005008",,,,"5.144818","5.415983","18.730003",,"9.274158","15.545003","9.872223","11.936188","24.343436","6.571542","33.529310","23.201304","39.464803","56.168571","26.089076","22.739960","24.053740","15.057303","35.805025","20.462586","-2.990145","12.036933","5.944238","14.751639"
"74","'266","Gabon","23082","Total FDI inflows","6110","Value US$","million USD","73.457900","-54.589200","126.940000","-113.716000","-99.602900","-316.689640","-498.615980","-318.423630","99.169080","-217.687540","-42.626440","-89.090760","36.963330","206.078800","193.728760","242.335010","267.805000","710.718980","760.163030","663.998520","521.665630","874.873160","-220.873670","771.192550","1047.702950","990.786180","1243.660160","1314.029330","1379.070820","1553.136880","1716.511510","1529.221080","1104.592040","1150.733280"
"74","'266","Gabon","23082","Total FDI inflows","6184","Value US$, 2015 prices","million USD","104.582354","-82.826928","180.322650","-171.098380","-203.908106","-575.177502","-817.259496","-587.640077","223.636703","-426.216449","-74.898600","-175.536377","68.587042","322.950054","255.806744","264.902999","263.277046","616.292098","510.434132","572.440646","404.684986","573.839700","-161.496600","581.474987","797.347798","990.786180","1301.211582","1297.526061","1215.402412","1421.896251","1699.701339","1163.839311","867.960896","949.723723"
"74","'266","Gabon","23085","Total FDI outflows","6110","Value US$","million USD","28.795500","14.888000","25.690300","2.472080","6.844330","32.870010","-7.230940","13.831470","-14.258790","12.813080","25.330910","3.755600","-31.868550","-57.123190","-25.272340","75.407000","1.379930","114.767000","-61.446000","271.823000","374.865000","-223.254000","12.536000","-225.314000","-146.052000","-150.376000","45.300000","-83.709000","-62.928330","-33.779110",,,,
"74","'266","Gabon","23085","Total FDI outflows","6184","Value US$, 2015 prices","million USD","40.996287","22.589217","36.493958","3.719520","14.011784","59.699112","-11.851915","25.525512","-32.155071","25.087083","44.508753","7.399695","-59.133460","-89.518850","-33.370549","82.429445","1.356599","99.518934","-41.259749","234.341687","290.803589","-146.434951","9.165970","-169.885530","-111.151964","-150.376000","47.396296","-82.657675","-55.459983","-30.924763",,,,
"75","'270","Gambia","23082","Total FDI inflows","6110","Value US$","million USD","14.120000","8.030000","12.930000","11.190000","8.750000","15.000000","18.350000","20.570000","23.700000","49.480000","43.520000","35.480000","42.827000","10.704280","55.526290","53.650340","82.208180","76.461480","70.102380","39.442100","37.115020","36.100000","41.200000","25.500000","35.600000","12.500000","-27.700000","18.444840","51.940000","71.083310","189.900000","248.550000","236.000000","208.372220"
"75","'270","Gambia","23082","Total FDI inflows","6184","Value US$, 2015 prices","million USD","8.337336","5.000387","8.055112","6.793189","5.381033","8.838239","10.444422","12.409731","14.174124","32.610084","31.678518","31.115661","44.854346","13.616756","64.911436","57.322220","85.158072","67.228093","53.664477","34.685232","32.480758","31.774556","38.021010","24.901745","38.349911","12.500000","-26.523981","18.049710","49.097769","65.749625","176.830442","215.460823","197.052171","171.390221"
"75","'270","Gambia","23085","Total FDI outflows","6110","Value US$","million USD",,,,,,,,,,,,,,,,,,,,,,"-58.200000","-10.000000","-49.100000",,"-22.800000","-1.400000","2.361580","0.480790","-1.626690","-3.483810","-3.386370","2.000000","-0.609080"
"75","'270","Gambia","23085","Total FDI outflows","6184","Value US$, 2015 prices","million USD",,,,,,,,,,,,,,,,,,,,,,"-51.226569","-9.228400","-47.948066",,"-22.800000","-1.340562","2.310990","0.454480","-1.504632","-3.244042","-2.935546","1.669934","-0.500980"
"73","'268","Georgia","23080","FDI inflows to Agriculture, Forestry and Fishing","6110","Value US$","million USD",,,,,,,,,,,,,,,,,,"15.330857","10.612729","22.326873","8.631876","16.837836","16.119348","12.512698","12.290313","18.591348","9.213740","13.452180","-2.397730","7.316324","-1.567942","1.898922","4.748583","-3.269494"
"73","'268","Georgia","23080","FDI inflows to Agriculture, Forestry and Fishing","6184","Value US$, 2015 prices","million USD",,,,,,,,,,,,,,,,,,"16.040002","9.041557","21.779562","8.276661","14.047011","13.111661","10.115779","10.119835","18.591348","9.363798","13.361773","-2.304438","7.433787","-1.638260","1.864697","3.886568","-2.353180"
"73","'268","Georgia","23080","FDI inflows to Agriculture, Forestry and Fishing","61410","Share of Total FDI inflows US$, 2015 prices","%",,,,,,,,,,,,,,,,,,"0.868741","0.673720","3.348489","0.997170","1.484856","1.537773","1.204100","0.669050","1.075416","0.557060","0.675810","-0.177409","0.540340","-0.263406","0.151583","0.226350","-0.205017"
